Id;status_civil;sexo;data_nascimento;saldo conta_corrente;valor_financiamento;patrimonio;ocupação;tempo_emprego_atual;salario;tipo_de_moradia;numero_dependentes;Bom_mal_pagador
255;SEPARADO_JUDICIALMENTE;MASCULINO;1953-05-19;46340045.1456;;97926898.928;;;46846475.5658;;;1
256;SEPARADO_JUDICIALMENTE;FEMININO;1975-03-02;4482957.8753;;49783350.6115;;;52907348.6635;;;1
257;UNIAO_ESTAVEL;OUTRO;1988-05-25;92975628.6798;;52667570.6352;;;72906668.2441;;;1
258;CASADO;MASCULINO;1979-06-23;8371182.4174;;98984770.8142;;;21287881.4865;;;1
259;OUTRO;MASCULINO;1946-01-19;68991011.6366;;67131132.4501;;;90432905.8752;;;1
260;SOLTEIRO;MASCULINO;1953-01-20;9570835.1307;;23771355.5756;;;6815929.1072;;;1
261;DIVORCIADO;NAO_DISPONIVEL;1969-02-23;80073684.451;;86339297.4697;;;59154635.6816;;;0
262;OUTRO;OUTRO;1983-03-28;39154510.2226;;48909619.6367;;;99488294.9691;;;1
263;OUTRO;OUTRO;1985-06-21;57285706.3308;;58588007.0887;;;95795770.8477;;;1
264;VIUVO;OUTRO;1958-04-02;77624239.1473;;36562146.1602;;;41406168.491;;;1
265;UNIAO_ESTAVEL;FEMININO;1981-08-11;52144475.6727;;68502538.0594;;;85680725.5;;;1
266;UNIAO_ESTAVEL;FEMININO;1940-02-23;7874372.644;;87741786.2955;;;74452307.6113;;;1
267;DIVORCIADO;OUTRO;1976-10-27;17580699.3562;;57940440.2784;;;63841744.3163;;;0
268;CASADO;NAO_DISPONIVEL;1981-09-17;14812731.0531;;69984994.1056;;;22871590.7358;;;1
269;OUTRO;MASCULINO;1947-12-12;25757658.9973;;37956882.5405;;;92147944.8076;;;1
270;OUTRO;FEMININO;1988-07-03;69381906.2512;;71230080.1512;;;97409960.189;;;1
271;UNIAO_ESTAVEL;FEMININO;1960-04-04;63852362.5993;;36297611.7155;;;79640964.5769;;;1
272;OUTRO;NAO_DISPONIVEL;1992-09-17;24696825.4369;;25296682.8908;;;86822696.3494;;;1
273;DIVORCIADO;FEMININO;1943-11-24;7180129.816;;81420912.5012;;;67017239.1044;;;1
274;VIUVO;FEMININO;1976-01-17;28177789.8571;;34791370.7154;;;42595219.1163;;;1
275;DIVORCIADO;NAO_DISPONIVEL;1985-05-11;43675929.879;;56529130.2214;;;68569720.4329;;;1
276;VIUVO;FEMININO;1998-08-20;96374254.106;;51148408.0235;;;35474161.1463;;;1
277;SOLTEIRO;FEMININO;1959-08-15;48398999.7338;;80001958.8703;;;7891816.1478;;;1
278;CASADO;OUTRO;1994-06-07;19501857.3807;;81246821.0027;;;26550677.9215;;;1
279;VIUVO;NAO_DISPONIVEL;1969-08-03;58537332.7811;;53631128.7658;;;41320648.446;;;1
280;CASADO;MASCULINO;1954-08-28;13238940.0799;;55093835.2555;;;15012886.225;;;1
281;UNIAO_ESTAVEL;FEMININO;1945-04-10;45389410.2176;;17837064.7211;;;71987989.1743;;;1
282;SOLTEIRO;FEMININO;1963-07-03;36779471.4112;;82948735.7609;;;4700663.7552;;;1
283;UNIAO_ESTAVEL;OUTRO;1959-08-06;59701253.2051;;73908470.6236;;;84208422.1503;;;1
284;CASADO;FEMININO;1946-03-20;84572350.447;;13603443.2136;;;17407025.3857;;;1
285;SOLTEIRO;OUTRO;1943-05-24;25165462.3579;;69562108.0958;;;12359237.7335;;;1
286;UNIAO_ESTAVEL;MASCULINO;1954-01-05;14416895.2599;;31598333.2095;;;81147605.0212;;;1
287;OUTRO;NAO_DISPONIVEL;1982-08-24;14362971.6907;;96820861.4834;;;96567807.3821;;;1
288;CASADO;NAO_DISPONIVEL;1982-11-25;55282292.6558;;25166509.1186;;;15467742.8854;;;1
289;DIVORCIADO;FEMININO;1971-06-01;72685865.094;;23069344.2535;;;70457526.3834;;;1
290;SEPARADO_JUDICIALMENTE;OUTRO;1955-09-30;27268599.0448;;48325387.2079;;;54311591.775;;;1
291;VIUVO;OUTRO;1980-06-17;9741785.9988;;57779462.7562;;;39672857.5453;;;1
292;UNIAO_ESTAVEL;OUTRO;1962-06-28;25054666.1042;;59103618.6464;;;78819639.5652;;;1
293;VIUVO;OUTRO;1981-05-19;81555355.2224;;27865284.1698;;;37912989.4943;;;1
294;UNIAO_ESTAVEL;OUTRO;1948-03-06;66769338.425;;85172607.2705;;;83823236.8696;;;1
295;OUTRO;OUTRO;1959-11-23;62177548.1432;;16963568.8819;;;99585927.8187;;;1
296;SOLTEIRO;NAO_DISPONIVEL;1983-06-01;30397579.6362;;24143372.2346;;;7224724.9516;;;1
297;UNIAO_ESTAVEL;FEMININO;1943-03-01;94954530.7198;;50371714.5502;;;78165055.5886;;;1
298;OUTRO;OUTRO;1974-04-12;68738687.8925;;82285270.3431;;;99232522.8029;;;1
299;UNIAO_ESTAVEL;OUTRO;1965-04-15;29885454.6795;;67927171.053;;;77213200.6203;;;1
300;SEPARADO_JUDICIALMENTE;MASCULINO;1953-04-05;45057368.9075;;16188740.7779;;;54203168.7386;;;1
301;CASADO;OUTRO;1975-08-13;33661727.9285;;85189537.8533;;;23800314.818;;;1
302;SEPARADO_JUDICIALMENTE;MASCULINO;1989-07-02;63591748.904;;3785466.295;;;53262696.5811;;;1
303;UNIAO_ESTAVEL;OUTRO;1956-11-10;74989857.0231;;46530747.4373;;;76229264.5932;;;1
304;DIVORCIADO;NAO_DISPONIVEL;1989-10-11;41614934.4939;;40208537.102;;;69776343.4619;;;1
305;OUTRO;OUTRO;1990-12-16;15432165.1446;;59090514.9146;;;94987921.7475;;;1
306;DIVORCIADO;MASCULINO;1997-04-19;28937461.5026;;39397796.804;;;65302787.7666;;;1
307;CASADO;MASCULINO;1965-02-12;31995162.2647;;29134000.593;;;19889350.6652;;;1
308;CASADO;FEMININO;1981-05-01;78424736.6843;;74849205.3909;;;27701795.7554;;;1
309;VIUVO;NAO_DISPONIVEL;1988-09-09;78773986.8185;;70908371.465;;;39636348.5599;;;1
310;SOLTEIRO;NAO_DISPONIVEL;1980-02-11;81833786.2705;;9115834.6292;;;5062933.8907;;;1
311;UNIAO_ESTAVEL;OUTRO;1966-05-15;45399381.2323;;8286322.0349;;;77240966.3728;;;1
312;CASADO;MASCULINO;1965-02-14;21594360.1505;;38260568.7381;;;16988673.6828;;;1
313;CASADO;NAO_DISPONIVEL;1973-01-02;16470516.2138;;37861178.6463;;;17036748.4838;;;1
314;SEPARADO_JUDICIALMENTE;MASCULINO;1975-04-24;91679044.0527;;97387719.1584;;;48179099.6694;;;0
315;UNIAO_ESTAVEL;FEMININO;1956-09-30;61629582.9422;;74601415.5904;;;72436899.7591;;;1
316;DIVORCIADO;OUTRO;1984-09-22;83040097.6072;;87778583.8745;;;62213362.8763;;;1
317;DIVORCIADO;NAO_DISPONIVEL;1983-07-30;30365466.17;;90694729.7754;;;67722610.5219;;;1
318;OUTRO;MASCULINO;1960-05-29;58631491.5891;;305753.0352;;;89725102.7046;;;1
319;UNIAO_ESTAVEL;FEMININO;1994-12-07;99844293.979;;95241905.7744;;;79068137.3105;;;1
320;SOLTEIRO;NAO_DISPONIVEL;1955-05-11;71406832.8499;;68195741.9894;;;12260570.1613;;;1
321;UNIAO_ESTAVEL;NAO_DISPONIVEL;1944-09-03;88583387.9021;;47838870.8889;;;76999920.5584;;;1
322;UNIAO_ESTAVEL;MASCULINO;1948-07-02;41198695.8349;;8587717.8309;;;76434714.5141;;;1
323;SEPARADO_JUDICIALMENTE;NAO_DISPONIVEL;1946-08-15;97336185.504;;3729169.8716;;;48428494.2783;;;1
324;VIUVO;FEMININO;1970-11-02;5937703.3599;;45546489.8711;;;34981381.4269;;;1
325;OUTRO;MASCULINO;1998-11-11;92766233.6658;;9405096.8522;;;95268632.6132;;;1
326;DIVORCIADO;OUTRO;1991-03-11;51904138.4762;;43423002.4542;;;62993492.2314;;;1
327;VIUVO;MASCULINO;1983-06-16;44740652.8492;;38679060.9776;;;40490674.102;;;1
328;OUTRO;FEMININO;1955-04-30;24183876.2745;;17904519.7859;;;98319420.4693;;;1
329;DIVORCIADO;FEMININO;1963-06-17;57339748.0632;;82586000.4297;;;69726701.3382;;;1
330;CASADO;NAO_DISPONIVEL;1951-01-10;49527724.9632;;93428544.5575;;;26360594.7531;;;1
331;SEPARADO_JUDICIALMENTE;OUTRO;1946-12-16;94661848.8193;;63721301.3515;;;46675168.8615;;;1
332;VIUVO;MASCULINO;1985-10-20;91809315.8826;;26371951.2073;;;40679508.5531;;;1
333;SEPARADO_JUDICIALMENTE;FEMININO;1983-09-26;54283437.2917;;33281501.3757;;;52255091.3635;;;1
334;DIVORCIADO;FEMININO;1941-12-12;23737469.4369;;36471356.6689;;;62833179.0914;;;1
335;UNIAO_ESTAVEL;NAO_DISPONIVEL;1941-04-11;76027690.0388;;39303813.1557;;;85429037.649;;;1
336;OUTRO;MASCULINO;1993-10-17;43983942.3684;;76582110.7456;;;89238540.1454;;;1
337;CASADO;OUTRO;1949-03-19;79970668.998;;63187433.1241;;;14555978.0706;;;1
338;OUTRO;OUTRO;1973-09-29;11665254.731;;82564616.3323;;;85844084.1113;;;1
339;UNIAO_ESTAVEL;MASCULINO;1950-04-18;63738505.6162;;65872687.7698;;;72365367.9928;;;1
340;SOLTEIRO;OUTRO;1998-04-21;28070132.1061;;18859828.0982;;;10952887.9704;;;1
341;SEPARADO_JUDICIALMENTE;OUTRO;1995-08-03;26443206.9729;;69798338.3206;;;56324106.4271;;;1
342;CASADO;FEMININO;1989-05-04;6409942.7663;;11676744.022;;;24756150.8642;;;0
343;CASADO;OUTRO;1978-10-05;7413108.6394;;58907365.7221;;;23136021.9899;;;1
344;UNIAO_ESTAVEL;MASCULINO;1986-02-28;31319971.7928;;25697448.7091;;;72507406.2091;;;1
345;CASADO;MASCULINO;1979-11-22;37029766.6407;;96166619.3721;;;28043036.2316;;;1
346;OUTRO;FEMININO;1940-07-18;59321314.3683;;47267279.7902;;;94982723.1282;;;1
347;DIVORCIADO;NAO_DISPONIVEL;1957-04-05;26572858.8306;;69506143.8751;;;69307608.256;;;1
348;SEPARADO_JUDICIALMENTE;MASCULINO;1963-01-21;27213065.9626;;13041029.0649;;;49343661.9594;;;1
349;SEPARADO_JUDICIALMENTE;MASCULINO;1998-04-02;21326366.9199;;32741188.2565;;;56941187.9066;;;1
350;UNIAO_ESTAVEL;NAO_DISPONIVEL;1982-12-22;43156332.6743;;60412385.5953;;;81061950.4933;;;1
351;OUTRO;FEMININO;1956-12-24;1027703.5723;;59203601.6419;;;98038624.9929;;;1
352;SEPARADO_JUDICIALMENTE;FEMININO;1973-09-13;87280764.0411;;31970285.1881;;;51303133.6005;;;1
353;UNIAO_ESTAVEL;NAO_DISPONIVEL;1955-10-12;43561620.0303;;81367248.624;;;78919509.824;;;0
354;DIVORCIADO;OUTRO;1971-12-01;73120824.5997;;28811427.0574;;;65324843.1846;;;1
355;SOLTEIRO;NAO_DISPONIVEL;1967-02-15;23046071.0787;;3525401.3139;;;1032054.1578;;;1
356;CASADO;OUTRO;1954-01-02;48645399.4705;;51616714.1225;;;21359283.7058;;;1
357;SOLTEIRO;NAO_DISPONIVEL;1956-02-13;72298775.2173;;87898276.2399;;;2382172.9462;;;1
358;VIUVO;MASCULINO;1951-05-16;71332608.9395;;92671055.6541;;;34108562.2169;;;1
359;DIVORCIADO;MASCULINO;1982-01-01;87882451.934;;42211503.4393;;;59157032.1841;;;1
360;SOLTEIRO;MASCULINO;1996-06-28;49727596.5377;;29048812.2851;;;6420125.0496;;;1
361;OUTRO;NAO_DISPONIVEL;1981-08-25;10930911.2118;;5701993.9774;;;93217997.6247;;;1
362;DIVORCIADO;NAO_DISPONIVEL;1969-01-19;1496702.4409;;79396681.7879;;;63343860.3439;;;0
363;SEPARADO_JUDICIALMENTE;OUTRO;1982-08-10;10451286.3503;;87573878.0338;;;44371289.6654;;;1
364;VIUVO;FEMININO;1945-12-10;42466137.8325;;8425555.387;;;35183757.8204;;;1
365;VIUVO;OUTRO;1978-06-30;94139718.7274;;51086765.1333;;;36651917.064;;;1
366;OUTRO;OUTRO;1965-11-21;10394736.8083;;48593794.5808;;;85818873.582;;;1
367;CASADO;FEMININO;1947-09-28;8980335.9159;;53677837.9918;;;25837496.2933;;;1
368;OUTRO;NAO_DISPONIVEL;1940-01-02;41457446.9335;;56714478.0802;;;96965603.1429;;;1
369;UNIAO_ESTAVEL;MASCULINO;1960-08-09;64964935.7843;;45268662.2869;;;78153711.195;;;1
370;OUTRO;NAO_DISPONIVEL;1958-01-23;36516050.3732;;7751168.8384;;;90603399.3021;;;1
371;UNIAO_ESTAVEL;MASCULINO;1974-05-12;67042827.1058;;58465197.3771;;;81884004.2882;;;1
372;VIUVO;OUTRO;1948-11-19;22908354.0828;;41115979.4158;;;30002109.0105;;;1
373;DIVORCIADO;NAO_DISPONIVEL;1974-12-30;69402615.2924;;84540191.6814;;;68719960.1085;;;1
374;SOLTEIRO;FEMININO;1967-08-07;13475457.972;;72363560.4354;;;1855804.4732;;;1
375;SEPARADO_JUDICIALMENTE;FEMININO;1944-12-06;20237859.2164;;93625226.8215;;;53010063.7402;;;1
376;DIVORCIADO;NAO_DISPONIVEL;1987-10-22;40357602.1138;;93748576.444;;;60609131.6549;;;1
377;DIVORCIADO;OUTRO;1971-04-04;11760262.5893;;34299196.2858;;;62505483.2351;;;1
378;UNIAO_ESTAVEL;FEMININO;1943-01-23;59391848.6975;;84039396.4645;;;77933417.0401;;;1
379;VIUVO;OUTRO;1949-09-23;80384416.2318;;26458962.7887;;;36415618.713;;;1
380;DIVORCIADO;NAO_DISPONIVEL;1987-09-09;20414845.1699;;84115196.1562;;;67567384.7548;;;1
381;VIUVO;MASCULINO;1966-06-26;58488754.709;;25218815.8959;;;32752713.8622;;;1
382;CASADO;FEMININO;1959-09-22;75373317.4955;;4270611.032;;;17439655.4126;;;1
383;CASADO;MASCULINO;1952-04-09;43935600.6228;;3586012.9971;;;16376461.5069;;;1
384;CASADO;OUTRO;1957-01-31;78538344.4759;;44210666.0691;;;22903287.4611;;;1
385;UNIAO_ESTAVEL;FEMININO;1951-11-04;8210789.7907;;24680063.2076;;;84167637.5329;;;1
386;SEPARADO_JUDICIALMENTE;NAO_DISPONIVEL;1966-06-13;73794117.5619;;87367029.3595;;;46305173.9408;;;0
387;DIVORCIADO;FEMININO;1952-06-22;59157287.5363;;60594467.0731;;;66012643.7817;;;1
388;SEPARADO_JUDICIALMENTE;OUTRO;1970-03-31;33437344.0432;;43049858.988;;;51325525.7848;;;1
389;CASADO;MASCULINO;1996-03-20;29050462.7465;;40514947.6509;;;20118650.0573;;;1
390;CASADO;NAO_DISPONIVEL;1973-10-22;89714891.7841;;16542482.8393;;;20453569.2049;;;1
391;CASADO;MASCULINO;1947-06-28;5761483.9056;;15431448.5465;;;21468200.7855;;;1
392;SEPARADO_JUDICIALMENTE;FEMININO;1995-06-24;36440045.2986;;92713263.1462;;;48358549.3926;;;1
393;UNIAO_ESTAVEL;NAO_DISPONIVEL;1948-02-17;19862504.4352;;59714013.9982;;;73884081.5674;;;1
394;SEPARADO_JUDICIALMENTE;FEMININO;1971-11-14;50885934.369;;8626191.7905;;;44013900.2655;;;1
395;SOLTEIRO;FEMININO;1951-03-15;48540476.09;;77370470.6405;;;10968461.0341;;;1
396;UNIAO_ESTAVEL;NAO_DISPONIVEL;1963-01-15;30738413.056;;58271577.7208;;;79008760.0021;;;1
397;CASADO;MASCULINO;1947-07-15;21153288.9981;;18590920.2326;;;26027445.0951;;;1
398;DIVORCIADO;MASCULINO;1942-05-25;74108032.9198;;85657027.9275;;;68767510.0627;;;1
399;CASADO;FEMININO;1980-06-05;37443312.7407;;82714148.2727;;;26244685.2803;;;1
400;CASADO;NAO_DISPONIVEL;1953-07-23;66839763.1678;;73646663.5803;;;18809054.4408;;;1
401;UNIAO_ESTAVEL;OUTRO;1960-04-20;72893146.0825;;70105771.9041;;;74260606.0837;;;1
402;SEPARADO_JUDICIALMENTE;MASCULINO;1968-08-07;4990849.1642;;35546535.2473;;;46266011.6639;;;1
403;SEPARADO_JUDICIALMENTE;OUTRO;1974-11-21;18155593.6897;;52587390.6308;;;51014084.9764;;;1
404;OUTRO;NAO_DISPONIVEL;1961-01-15;66849390.2507;;8803698.6817;;;93281296.2201;;;1
405;VIUVO;FEMININO;1956-09-11;70128495.9041;;13326683.3209;;;36891090.012;;;1
406;VIUVO;MASCULINO;1972-07-26;91813258.291;;97545876.8454;;;32842538.643;;;1
407;CASADO;FEMININO;1970-03-24;85222424.8803;;35961382.3601;;;23483053.7791;;;1
408;SEPARADO_JUDICIALMENTE;NAO_DISPONIVEL;1989-12-04;49313786.8196;;79402766.2579;;;43679948.3662;;;1
409;CASADO;FEMININO;1993-05-19;21044910.8478;;13235272.9867;;;26555207.921;;;1
410;SEPARADO_JUDICIALMENTE;NAO_DISPONIVEL;1978-08-18;88728901.4071;;85610678.2153;;;52796680.0687;;;1
411;SEPARADO_JUDICIALMENTE;MASCULINO;1977-02-17;84520681.5804;;72214944.2412;;;53797731.8488;;;1
412;VIUVO;FEMININO;1992-11-15;94491222.4455;;16549234.5321;;;28912058.9751;;;1
413;VIUVO;FEMININO;1963-02-07;65644132.8969;;71078071.7077;;;37255681.4923;;;1
414;OUTRO;NAO_DISPONIVEL;1975-05-18;2776156.2269;;16966270.509;;;95455011.2831;;;1
415;SEPARADO_JUDICIALMENTE;FEMININO;1989-02-19;6204704.9753;;58405704.7711;;;50606854.5688;;;1
416;SEPARADO_JUDICIALMENTE;MASCULINO;1954-11-18;37698708.4944;;27092936.5736;;;51575942.2641;;;1
417;VIUVO;FEMININO;1999-03-11;1799676.5642;;12257166.8526;;;38059676.64;;;1
418;SOLTEIRO;NAO_DISPONIVEL;1952-09-17;31984543.9861;;74125605.2666;;;3590879.0179;;;0
419;OUTRO;FEMININO;1989-04-23;28945918.5836;;57162466.9584;;;94758406.987;;;1
420;CASADO;MASCULINO;1967-03-08;31496155.7516;;87560715.0932;;;16055787.9159;;;1
421;SEPARADO_JUDICIALMENTE;FEMININO;1988-03-13;68246478.9786;;25452874.7421;;;50255595.6695;;;1
422;CASADO;FEMININO;1962-02-28;24650501.1819;;51212825.6728;;;16931896.2779;;;1
423;SOLTEIRO;NAO_DISPONIVEL;1971-04-23;33647608.2209;;91096639.3276;;;11920628.4377;;;1
424;CASADO;MASCULINO;1967-11-29;81607490.9851;;68585756.4337;;;27731029.5517;;;1
425;OUTRO;NAO_DISPONIVEL;1956-02-29;75781251.497;;11813314.56;;;97220755.8864;;;1
426;OUTRO;OUTRO;1964-10-22;87160399.8094;;88957076.8409;;;98770083.6868;;;1
427;CASADO;FEMININO;1970-11-07;95401491.1764;;79617275.2931;;;20896972.5069;;;1
428;SEPARADO_JUDICIALMENTE;MASCULINO;1992-06-18;81824249.4531;;90011799.0873;;;46210708.0536;;;1
429;UNIAO_ESTAVEL;NAO_DISPONIVEL;1960-01-29;36248899.7603;;14053543.5165;;;82136475.1021;;;1
430;SOLTEIRO;NAO_DISPONIVEL;1981-05-23;15509079.3532;;82502771.997;;;10933430.4534;;;1
431;VIUVO;NAO_DISPONIVEL;1968-10-12;92449422.4243;;79453228.1551;;;41587529.3347;;;1
432;DIVORCIADO;OUTRO;1993-10-05;90356421.8542;;38729061.5441;;;63943031.629;;;1
433;VIUVO;MASCULINO;1944-09-12;47763690.3142;;90572419.9978;;;40047070.8683;;;1
434;VIUVO;MASCULINO;1958-10-22;35284664.763;;43669260.6249;;;35165245.5958;;;1
435;VIUVO;MASCULINO;1987-08-24;93314487.213;;18495343.9062;;;34581515.1266;;;1
436;VIUVO;MASCULINO;1984-11-07;23631237.7546;;53774665.4103;;;38550469.6621;;;1
437;OUTRO;NAO_DISPONIVEL;1964-02-16;53774800.2929;;69173605.6537;;;96059221.2562;;;0
438;SOLTEIRO;NAO_DISPONIVEL;1999-01-06;16477669.1182;;21389464.0983;;;8927524.4894;;;1
439;CASADO;FEMININO;1990-07-04;58944721.0878;;33998633.4414;;;23555408.3456;;;1
440;VIUVO;NAO_DISPONIVEL;1997-11-28;17103049.3114;;44490934.3936;;;29618062.9469;;;1
441;OUTRO;FEMININO;1963-10-11;97111011.6268;;93173142.3825;;;88224857.8851;;;1
442;SOLTEIRO;MASCULINO;1951-11-22;39407084.3934;;67650501.0562;;;4794471.011;;;1
443;CASADO;FEMININO;1995-08-08;70076591.8531;;89239941.3668;;;23006266.5445;;;1
444;CASADO;OUTRO;1989-04-11;83920039.5132;;56419012.597;;;23026353.0768;;;1
445;DIVORCIADO;FEMININO;1943-12-09;64290471.0721;;6450961.6519;;;66102119.2234;;;1
446;UNIAO_ESTAVEL;NAO_DISPONIVEL;1964-11-04;76617640.2726;;15872566.9883;;;77078132.0961;;;1
447;DIVORCIADO;NAO_DISPONIVEL;1965-02-17;31286362.4554;;84601395.2667;;;61386449.9525;;;1
448;DIVORCIADO;NAO_DISPONIVEL;1988-10-21;57613274.7799;;75488413.8605;;;68910385.4914;;;1
449;UNIAO_ESTAVEL;NAO_DISPONIVEL;1972-03-13;55818949.291;;33328129.3904;;;73760756.4386;;;1
450;OUTRO;NAO_DISPONIVEL;1977-12-07;78019727.0001;;7646573.6542;;;87592134.8199;;;1
451;SOLTEIRO;OUTRO;1979-10-15;77276142.654;;62364217.5741;;;4511441.3616;;;1
452;SOLTEIRO;NAO_DISPONIVEL;1965-08-09;88631510.6147;;9775220.5981;;;12355985.1593;;;1
453;SEPARADO_JUDICIALMENTE;NAO_DISPONIVEL;1971-06-10;89991103.9048;;37958360.0838;;;50311224.4045;;;1
454;OUTRO;NAO_DISPONIVEL;1983-12-16;66837026.7928;;98437298.1527;;;90507403.2286;;;1
455;OUTRO;MASCULINO;1961-06-04;41164576.5778;;11837913.6993;;;93961485.4671;;;1
456;CASADO;NAO_DISPONIVEL;1949-10-13;24800466.1759;;33468877.5387;;;15154137.1478;;;0
457;DIVORCIADO;FEMININO;1959-05-20;18108892.6176;;20826621.5877;;;71336583.6852;;;1
458;DIVORCIADO;FEMININO;1999-02-06;80577267.7946;;64306890.3447;;;61990447.421;;;1
459;SOLTEIRO;NAO_DISPONIVEL;1972-08-01;37569935.286;;1203676.4175;;;2259715.4609;;;1
460;DIVORCIADO;FEMININO;1985-01-12;87627989.2732;;13232748.6136;;;59752463.1614;;;1
461;OUTRO;FEMININO;1997-05-04;34901035.9488;;83881835.6389;;;91577187.5919;;;1
462;UNIAO_ESTAVEL;OUTRO;1996-08-01;46249639.1956;;25740950.0178;;;80209803.8968;;;1
463;UNIAO_ESTAVEL;FEMININO;1990-05-02;80861035.3203;;70931227.9834;;;83917376.887;;;1
464;SEPARADO_JUDICIALMENTE;OUTRO;1960-11-05;70804067.6444;;67306516.182;;;56421584.6771;;;1
465;DIVORCIADO;NAO_DISPONIVEL;1983-11-14;86572152.92;;56266594.2785;;;62757763.873;;;1
466;OUTRO;OUTRO;1966-01-30;41963219.5821;;76938322.9072;;;91671000.5987;;;1
467;SOLTEIRO;FEMININO;1995-01-31;75262877.6891;;49045802.6979;;;9054482.8705;;;1
468;CASADO;NAO_DISPONIVEL;1972-08-25;10347483.9818;;71748380.0413;;;14817327.3223;;;1
469;DIVORCIADO;OUTRO;1945-02-13;69084455.1961;;50039621.1517;;;59561920.9674;;;1
470;DIVORCIADO;MASCULINO;1977-03-10;1919439.9816;;24323860.4523;;;70803281.4923;;;1
471;UNIAO_ESTAVEL;MASCULINO;1959-09-16;58590560.0965;;86355918.4808;;;84288198.9852;;;1
472;OUTRO;MASCULINO;1988-10-31;64198324.6973;;43136164.8597;;;91521197.4572;;;1
473;SOLTEIRO;OUTRO;1973-07-28;4581441.3159;;82044355.4959;;;8019854.7699;;;1
474;UNIAO_ESTAVEL;MASCULINO;1987-03-17;31545917.5763;;18469003.6826;;;74461417.343;;;1
475;OUTRO;OUTRO;1990-01-17;785304.1137;;97909103.1465;;;92587642.773;;;1
476;SEPARADO_JUDICIALMENTE;FEMININO;1960-10-09;68619176.1837;;35158303.4941;;;53066633.4137;;;1
477;CASADO;MASCULINO;1971-10-20;21174583.4248;;65534045.0549;;;16609626.2602;;;1
478;SOLTEIRO;MASCULINO;1990-07-26;92775079.8928;;17069137.8337;;;5073497.5333;;;1
479;VIUVO;NAO_DISPONIVEL;1989-02-03;2794031.6359;;40191704.1684;;;31836207.335;;;1
480;DIVORCIADO;OUTRO;1948-07-07;80516379.007;;9899764.8513;;;59101816.6304;;;1
481;CASADO;NAO_DISPONIVEL;1985-11-17;656129.8264;;18297902.5678;;;17587859.1473;;;1
482;SOLTEIRO;OUTRO;1997-05-21;86594948.998;;48027053.8799;;;1591072.3553;;;1
483;DIVORCIADO;NAO_DISPONIVEL;1987-01-16;65345640.421;;36954339.8993;;;62021624.5847;;;1
484;CASADO;MASCULINO;1984-06-21;52291622.1136;;79008013.1047;;;27710038.5888;;;1
485;VIUVO;OUTRO;1950-04-29;85210532.0243;;91657018.6763;;;41026724.488;;;1
486;SOLTEIRO;MASCULINO;1940-05-18;55433880.9136;;11219342.709;;;1910503.0498;;;1
487;SOLTEIRO;NAO_DISPONIVEL;1954-11-16;35320940.0669;;59960467.6768;;;802726.4535;;;1
488;UNIAO_ESTAVEL;FEMININO;1972-02-27;46475443.1832;;38063748.7548;;;78683639.9046;;;1
489;SOLTEIRO;FEMININO;1991-06-21;97797174.9133;;54991297.782;;;4919625.9092;;;1
490;UNIAO_ESTAVEL;FEMININO;1948-11-12;60522388.6523;;64933282.2327;;;77469879.7317;;;1
491;SOLTEIRO;FEMININO;1994-06-18;35897824.4595;;54165557.1837;;;7550926.9898;;;1
492;DIVORCIADO;OUTRO;1978-11-05;45204508.2866;;87582579.3339;;;67264032.902;;;1
493;DIVORCIADO;OUTRO;1997-03-19;92421456.9752;;89589485.026;;;65552741.6581;;;1
494;DIVORCIADO;OUTRO;1941-09-04;7340519.9256;;26907690.7877;;;61902917.6518;;;1
495;CASADO;OUTRO;1998-11-21;28735126.4472;;35005227.592;;;27834473.9937;;;1
496;SEPARADO_JUDICIALMENTE;NAO_DISPONIVEL;1967-02-02;9252267.9192;;99521250.4933;;;56568678.3684;;;1
497;UNIAO_ESTAVEL;FEMININO;1984-07-04;91833815.4448;;55953435.2498;;;83374433.1308;;;1
498;SOLTEIRO;OUTRO;1945-01-05;20826271.1614;;75408629.4354;;;5302943.3526;;;1
499;VIUVO;MASCULINO;1978-09-24;95376452.818;;18189775.6687;;;42722805.1855;;;1
500;SEPARADO_JUDICIALMENTE;OUTRO;1943-09-14;69337320.5098;;4535363.4993;;;52073103.0646;;;1
501;DIVORCIADO;FEMININO;1970-10-09;20673255.8093;;25351859.6783;;;68339742.386;;;1
502;SOLTEIRO;NAO_DISPONIVEL;1970-04-06;8813442.4498;;34833486.5188;;;6605288.2038;;;1
503;OUTRO;OUTRO;1967-10-27;1983978.1703;;76951801.3334;;;90385536.2949;;;1
504;OUTRO;FEMININO;1960-03-18;81105175.8097;;91423964.0985;;;94628135.4725;;;1
505;SOLTEIRO;FEMININO;1957-07-21;85046870.5892;;18885711.3451;;;6344657.421;;;1
506;CASADO;FEMININO;1940-05-18;84773588.4493;;98433547.577;;;26511737.9048;;;1
507;UNIAO_ESTAVEL;OUTRO;1999-05-01;1421524.4852;;88397256.4953;;;76631747.7005;;;1
508;SOLTEIRO;MASCULINO;1993-05-07;32477029.7561;;55824820.7211;;;1109161.4962;;;1
509;DIVORCIADO;OUTRO;1955-01-19;75562891.8363;;86993039.7635;;;70239588.5445;;;1
510;OUTRO;FEMININO;1943-11-07;55939620.1643;;44003374.8304;;;94750917.128;;;1
511;OUTRO;FEMININO;1988-07-31;26863183.667;;75338973.376;;;90606230.6158;;;1
